time,avg_grain_vol,dt,grain_tracker
5069045745,2081547.2679513,7864320,3
5084774385,2081570.1492162,15728640,3
5092638705,2081566.725403,7864320,3
5108367345,2081549.6899791,15728640,3
5116231665,2081563.6554222,7864320,3
5131960305,2081553.4206884,15728640,3
5139824625,2081566.0012629,7864320,3
5155553265,2081581.4524859,15728640,3
5163417585,2081596.1627074,7864320,3
5179146225,2081587.6832196,15728640,3
5187010545,2081562.0771251,7864320,3
5194874865,2081552.0650725,7864320,3
5210603505,2081573.8056688,15728640,3
5218467825,2081590.5833463,7864320,3
5234196465,2081586.1819653,15728640,3
5242060785,2081581.1217591,7864320,3
5257789425,2081593.3862816,15728640,3
5265653745,2081619.0437592,7864320,3
5273518065,2081587.4725401,7864320,3
5289246705,2081589.2790619,15728640,3
5297111025,2081609.5460576,7864320,3
5312839665,2081589.9769939,15728640,3
5320703985,2081610.0223554,7864320,3
5336432625,2081607.5207444,15728640,3
5344296945,2081591.7959311,7864320,3
5352161265,2081610.2630572,7864320,3
5360025585,2081618.6064731,7864320,3
5375754225,2081585.3223115,15728640,3
5383618545,2081607.503676,7864320,3
5399347185,2081598.1956682,15728640,3
5407211505,2081622.1305237,7864320,3
5422940145,2081614.2410376,15728640,3
5430804465,2081619.8375842,7864320,3
5446533105,2081613.8775231,15728640,3
5454397425,2081616.1853213,7864320,3
5470126065,2081620.2379313,15728640,3
5477990385,2081611.3712206,7864320,3
5493719025,2081609.7798967,15728640,3
5501583345,2081616.1346369,7864320,3
5509447665,2081631.0350076,7864320,3
5525176305,2081645.4058836,15728640,3
5533040625,2081611.8289133,7864320,3
5548769265,2081618.6288593,15728640,3
5556633585,2081633.1850705,7864320,3
5572362225,2081628.0961067,15728640,3
5580226545,2081640.2598046,7864320,3
5588090865,2081640.0984175,7864320,3
5595955185,2081637.7356211,7864320,3
5611683825,2081644.373565,15728640,3
5619548145,2081651.7782361,7864320,3
5635276785,2081637.6988293,15728640,3
5643141105,2081658.5613272,7864320,3
5658869745,2081668.8515202,15728640,3
5666734065,2081671.4756466,7864320,3
5682462705,2081686.3355442,15728640,3
5690327025,2081677.9870186,7864320,3
5706055665,2081656.2325621,15728640,3
5713919985,2081664.6969554,7864320,3
5729648625,2081639.6669737,15728640,3
5737512945,2081665.6233057,7864320,3
5753241585,2081676.2055461,15728640,3
5761105905,2081693.5560202,7864320,3
5776834545,2081678.7479436,15728640,3
5784698865,2081673.0792163,7864320,3
5800427505,2081683.7550477,15728640,3
5808291825,2081682.3185298,7864320,3
5816156145,2081681.5825173,7864320,3
5824020465,2081676.1160979,7864320,3
5831884785,2081689.0075813,7864320,3
5839749105,2081694.7389936,7864320,3
5855477745,2081685.7621531,15728640,3
5863342065,2081693.9670473,7864320,3
5879070705,2081686.816379,15728640,3
5886935025,2081691.7899034,7864320,3
5894799345,2081694.5235709,7864320,3
5902663665,2081711.9155567,7864320,3
5910527985,2081704.4427273,7864320,3
5918392305,2081692.7461489,7864320,3
5926256625,2081708.3360304,7864320,3
5941985265,2081688.598043,15728640,3
5949849585,2081710.939867,7864320,3
5965578225,2081708.5121705,15728640,3
5973442545,2081701.8360414,7864320,3
5989171185,2081727.6025037,15728640,3
5997035505,2081715.5492262,7864320,3
6004899825,2081743.5096819,7864320,3
6012764145,2081730.7334659,7864320,3
6020628465,2081723.0599998,7864320,3
6028492785,2081726.7897075,7864320,3
6036357105,2081706.395736,7864320,3
6044221425,2081734.1996263,7864320,3
6052085745,2081740.9632873,7864320,3
6059950065,2081732.2224023,7864320,3
6067814385,2081730.5593517,7864320,3
6075678705,2081722.927193,7864320,3
6083543025,2081742.4872001,7864320,3
6091407345,2081765.495467,7864320,3
6099271665,2081729.9628913,7864320,3
6107135985,2081740.142954,7864320,3
6115000305,2081736.2061437,7864320,3
6122864625,2081734.4418937,7864320,3
6130728945,2081740.9454689,7864320,3
6134661105,2081772.9348628,3932160,3
6138593265,2081756.4920587,3932160,3
6140559345,2081752.1458421,1966080,3
6142525425,2081742.4363019,1966080,3
6144491505,2081737.6102086,1966080,3
6146457585,2081754.2293278,1966080,3
6148423665,2081781.5593026,1966080,3
6150389745,2081775.1929577,1966080,3
6152355825,2081789.2200008,1966080,3
6154321905,2081790.7298245,1966080,3
6158254065,2081783.2281155,3932160,3
6160220145,2081776.2688173,1966080,3
6164152305,2081825.4008015,3932160,3
6166118385,2081820.1598926,1966080,3
6170050545,2081823.1067718,3932160,3
6172016625,2081835.3147693,1966080,3
6175948785,2081852.6286192,3932160,3
6177914865,2081850.5696963,1966080,3
6181847025,2081846.0196135,3932160,3
6183813105,2081844.7464361,1966080,3
6187745265,2081854.9333385,3932160,3
6189711345,2081870.0901257,1966080,3
6193643505,2081869.7436476,3932160,3
6195609585,2081881.9629089,1966080,3
6199541745,2081875.2762263,3932160,3
6201507825,2081876.2662089,1966080,3
6205439985,2081898.909924,3932160,3
6209372145,2081911.6272341,3932160,3
6211338225,2081924.9812314,1966080,3
6215270385,2081926.4863483,3932160,3
6219202545,2081912.6303072,3932160,3
6221168625,2081944.4857545,1966080,3
6225100785,2081921.0395883,3932160,3
6229032945,2081953.0887778,3932160,3
6230999025,2081944.6435496,1966080,3
6234931185,2081966.6848262,3932160,3
6238863345,2081977.2950066,3932160,3
6240829425,2081977.6502216,1966080,3
6244761585,2081991.3565174,3932160,3
6246727665,2081995.5950939,1966080,3
6250659825,2082012.5088541,3932160,3
6251642865,2082025.8832156,983040,3
6252625905,2082017.3373319,983040,3
6254591985,2082008.3564296,1966080,3
6256558065,2082041.2057628,1966080,3
6258524145,2082034.7102211,1966080,3
6260490225,2082033.2069729,1966080,3
6262456305,2082025.088804,1966080,3
6264422385,2082059.6186973,1966080,3
6268354545,2082068.9976739,3932160,3
6270320625,2082087.4592938,1966080,3
6274252785,2082131.0419932,3932160,3
6276218865,2082122.5760396,1966080,3
6280151025,2082129.6335849,3932160,3
6282117105,2082155.5621697,1966080,3
6286049265,2082145.3309545,3932160,3
6288015345,2082166.8581902,1966080,3
6291947505,2082192.9058202,3932160,3
6293913585,2082200.0931737,1966080,3
6295879665,2082221.583066,1966080,3
6299811825,2082236.3037827,3932160,3
6301777905,2082258.2990476,1966080,3
6303743985,2082285.3427696,1966080,3
6304727025,2082310.5963502,983040,3
6305710065,2082310.9140471,983040,3
6306693105,3123507.7591902,983040,2
6307676145,3123540.0021057,983040,2
6309642225,3123535.8452961,1966080,2
6313574385,3123547.227714,3932160,2
6317506545,3123519.1758402,3932160,2
6321438705,3123592.1330813,3932160,2
6325370865,3123549.7002373,3932160,2
6329303025,3123607.9078445,3932160,2
6333235185,3123621.3895316,3932160,2
6337167345,3123616.63817,3932160,2
6341099505,3123579.7045628,3932160,2
6345031665,3123563.5012422,3932160,2
6348963825,3123579.1407651,3932160,2
6352895985,3123610.729927,3932160,2
6356828145,3123605.7507404,3932160,2
6360760305,3123609.7716049,3932160,2
6364692465,3123621.711617,3932160,2
6368624625,3123621.6399037,3932160,2
6372556785,3123632.0038744,3932160,2
6376488945,3123643.1322805,3932160,2
6380421105,3123659.1715598,3932160,2
6384353265,3123652.5694323,3932160,2
6388285425,3123668.4126442,3932160,2
6392217585,3123682.305897,3932160,2
6396149745,3123693.2860981,3932160,2
6400081905,3123710.8035576,3932160,2
6404014065,3123685.9470257,3932160,2
6407946225,3123708.1266329,3932160,2
6411878385,3123722.2810489,3932160,2
6415810545,3123721.6963139,3932160,2
6423674865,3123692.0122891,7864320,2
6427607025,3123721.6310124,3932160,2
6431539185,3123712.086104,3932160,2
6439403505,3123742.3750443,7864320,2
6443335665,3123746.1663439,3932160,2
6447267825,3123751.2158524,3932160,2
6455132145,3123757.9410971,7864320,2
6459064305,3123798.6080521,3932160,2
6466928625,3123769.3235412,7864320,2
6470860785,3123790.7525549,3932160,2
6478725105,3123817.3429212,7864320,2
6482657265,3123820.7275121,3932160,2
6490521585,3123823.7627044,7864320,2
6494453745,3123808.3800293,3932160,2
6502318065,3123829.6246762,7864320,2
6506250225,3123845.8570646,3932160,2
6514114545,3123886.3749156,7864320,2
6518046705,3123881.2658746,3932160,2
6525911025,3123853.4247989,7864320,2
6529843185,3123896.7029877,3932160,2
6537707505,3123901.4422416,7864320,2
6541639665,3123915.9756925,3932160,2
6549503985,3123934.7816734,7864320,2
6553436145,3123890.0212054,3932160,2
6561300465,3123925.0213846,7864320,2
6565232625,3123935.4184431,3932160,2
6573096945,3123930.981453,7864320,2
6577029105,3123967.4674953,3932160,2
6584893425,3123970.6431497,7864320,2
6588825585,3123975.7820528,3932160,2
6596689905,3124010.3736661,7864320,2
6600622065,3123987.6439674,3932160,2
6608486385,3124000.1520327,7864320,2
6612418545,3124012.9747382,3932160,2
6620282865,3124000.7467748,7864320,2
6624215025,3124025.6764667,3932160,2
6632079345,3124056.5555784,7864320,2
6636011505,3124047.4930938,3932160,2
6643875825,3124066.6644861,7864320,2
6647807985,3124068.7672886,3932160,2
6655672305,3124066.4801554,7864320,2
6659604465,3124086.6964744,3932160,2
6667468785,3124084.9297489,7864320,2
6671400945,3124121.1830389,3932160,2
6679265265,3124095.2946926,7864320,2
6683197425,3124123.712625,3932160,2
6691061745,3124131.4673929,7864320,2
6694993905,3124143.4844139,3932160,2
6702858225,3124150.0842585,7864320,2
6706790385,3124194.3545351,3932160,2
6714654705,3124166.4127222,7864320,2
6718586865,3124174.8133696,3932160,2
6726451185,3124200.9543027,7864320,2
6730383345,3124202.0973752,3932160,2
6738247665,3124212.8919257,7864320,2
6742179825,3124216.684675,3932160,2
6750044145,3124248.3803564,7864320,2
6753976305,3124240.2954885,3932160,2
6761840625,3124250.0236887,7864320,2
6765772785,3124268.9796421,3932160,2
6773637105,3124284.8070026,7864320,2
6777569265,3124296.3606213,3932160,2
6785433585,3124290.6845332,7864320,2
6789365745,3124309.7304824,3932160,2
6797230065,3124325.3355813,7864320,2
6801162225,3124321.7775796,3932160,2
6809026545,3124341.4504822,7864320,2
6812958705,3124376.2142145,3932160,2
6816890865,3124359.0302941,3932160,2
6820823025,3124374.6014598,3932160,2
6824755185,3124369.0266465,3932160,2
6828687345,3124422.3287167,3932160,2
6832619505,3124389.3723985,3932160,2
6836551665,3124410.1052442,3932160,2
6840483825,3124404.3572479,3932160,2
6844415985,3124433.9732292,3932160,2
6848348145,3124422.0215806,3932160,2
6852280305,3124431.0542186,3932160,2
6856212465,3124482.6238183,3932160,2
6860144625,3124451.2251714,3932160,2
6864076785,3124468.2391923,3932160,2
6868008945,3124493.8075563,3932160,2
6871941105,3124480.2311784,3932160,2
6875873265,3124497.7370026,3932160,2
6879805425,3124518.2659278,3932160,2
6883737585,3124508.7451376,3932160,2
6887669745,3124533.7532772,3932160,2
6891601905,3124551.9372552,3932160,2
6895534065,3124553.6771618,3932160,2
6899466225,3124569.1451888,3932160,2
6903398385,3124578.4127099,3932160,2
6907330545,3124593.2116596,3932160,2
6911262705,3124590.0371236,3932160,2
6915194865,3124604.0523922,3932160,2
6919127025,3124613.0737789,3932160,2
6923059185,3124638.8260977,3932160,2
6926991345,3124664.0296339,3932160,2
6930923505,3124678.6281242,3932160,2
6934855665,3124688.5418224,3932160,2
6938787825,3124689.9583483,3932160,2
6942719985,3124719.1810491,3932160,2
6946652145,3124737.5735125,3932160,2
6948618225,3124742.6504154,1966080,2
6952550385,3124778.8923493,3932160,2
6954516465,3124757.7289081,1966080,2
6958448625,3124805.6312734,3932160,2
6960414705,3124807.7736534,1966080,2
6964346865,3124829.5269977,3932160,2
6966312945,3124839.9860979,1966080,2
6968279025,3124853.8211511,1966080,2
6970245105,3124880.8245202,1966080,2
6972211185,3124908.435696,1966080,2
6973194225,3124916.6020154,983040,2
6974177265,3124942.6471558,983040,2
6975160305,3124956.9706205,983040,2
6976143345,6250032.191983,983040,1
6978109425,6250015.9021184,1966080,1
6982041585,6250000.1991248,3932160,1
6989905905,6249999.5782271,7864320,1
7005634545,6249999.9843049,15728640,1
7005757425,6250000.0224288,122880,1
