time,dt,gr0_area,gr1_area,gr2_area,gr3_area,gr4_area,gr5_area
184425,1200,10713281.777616,10191620.249887,2152862.132463,1948143.0380233,0,0
185625,1200,10765998.488507,10244368.68621,2100033.6019602,1895375.4816325,0,0
186825,1200,10819438.611839,10297834.514766,2046672.774232,1842023.7009995,0,0
188025,1200,10875116.32069,10353535.837553,1991241.9721258,1786517.4302125,0,0
189225,1200,10936953.80973,10415394.261202,1929421.4600986,1724556.0103922,0,0
190425,1200,11000718.890899,10479170.645647,1865453.5827743,1660516.0963431,0,0
191625,1200,11064704.49401,10543156.904572,1801401.4752737,1596443.8619905,0,0
192825,1200,11128730.628294,10607177.744429,1737374.5209077,1532415.6843168,0,0
194025,1200,11192772.42941,10671209.183343,1673338.0924805,1468385.5493694,0,0
195225,1200,11256811.205634,10735235.723492,1609301.6048367,1404359.2302083,0,0
196425,1200,11320836.919967,10799248.102594,1545276.2538539,1340347.3513078,0,0
197625,1200,11384845.900409,10863241.254469,1481267.1633158,1276354.8690827,0,0
198825,1200,11448835.341109,10927213.449208,1417277.450849,1212383.4275656,0,0
200000,1175,11511496.172649,10989857.247637,1354616.907118,1149739.9367368,0,0
